Ticker,Name,Exchange,Category Name,Country,Name [Ticker]
BEPL.NS,Bhansali Engineering Polymers Limited,NSE,Chemicals - Major Diversified,India,Bhansali Engineering Polymers Limited [BEPL.NS]
BHARATWIRE.NS,Bharat Wire Ropes Limited,NSE,Steel & Iron,India,Bharat Wire Ropes Limited [BHARATWIRE.NS]
BIL.NS,Bhartiya International Limited,NSE,Textile - Apparel Footwear & Accessories,India,Bhartiya International Limited [BIL.NS]
NBVENTURES.NS,Nava Bharat Ventures Limited,NSE,Electric Utilities,India,Nava Bharat Ventures Limited [NBVENTURES.NS]
BHAGYNAGAR.NS,Bhagyanagar India Limited,NSE,Diversified Electronics,India,Bhagyanagar India Limited [BHAGYNAGAR.NS]
BHUSANSTL-EQ.NS,BHUSHAN STEEL LIMITED,NSE,,India,BHUSHAN STEEL LIMITED [BHUSANSTL-EQ.NS]
BHUSANSTL.NS,Bhushan Steel Limited,NSE,Steel & Iron,India,Bhushan Steel Limited [BHUSANSTL.NS]
BIOCON.NS,Biocon Limited,NSE,,India,Biocon Limited [BIOCON.NS]
CELESTIAL.NS,Celestial Biolabs Limited,NSE,Biotechnology,India,Celestial Biolabs Limited [CELESTIAL.NS]
BILENERGY-EQ.NS,BIL ENERGY SYSTEMS INR1,NSE,,India,BIL ENERGY SYSTEMS INR1 [BILENERGY-EQ.NS]
BIRLACOT-BE.NS,BIRLA COTSYN (INDI INR1,NSE,,India,BIRLA COTSYN (INDI INR1 [BIRLACOT-BE.NS]
NATHBIOGEN-EQ.NS,NATH BIO-GENES (IN INR10,NSE,,India,NATH BIO-GENES (IN INR10 [NATHBIOGEN-EQ.NS]
BINDALAGRO-EQ.NS,OSWAL GREENTECH LI INR10,NSE,,India,OSWAL GREENTECH LI INR10 [BINDALAGRO-EQ.NS]
BSLNIFTY.NS,Birla Sun Life Nifty ETF,NSE,,India,Birla Sun Life Nifty ETF [BSLNIFTY.NS]
STERLINBIO.NS,Sterling Biotech Limited,NSE,Biotechnology,India,Sterling Biotech Limited [STERLINBIO.NS]
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,NSE,Agricultural Chemicals,India,Nath Bio-Genes (India) Limited [NATHBIOGEN.NS]
BIRLAPOWER-BZ.NS,BIRLA POWER SOL. LTD,NSE,,India,BIRLA POWER SOL. LTD [BIRLAPOWER-BZ.NS]
BINDALAGRO.NS,Oswal Greentech Limited,NSE,Asset Management,India,Oswal Greentech Limited [BINDALAGRO.NS]
BILENERGY.NS,Bil Energy Systems Limited,NSE,Metal Fabrication,India,Bil Energy Systems Limited [BILENERGY.NS]
BINDALAGRO-BE.NS,OSWAL CHEM & FERT-DEP SET,NSE,,India,OSWAL CHEM & FERT-DEP SET [BINDALAGRO-BE.NS]
BIOCON-EQ.NS,BIOCON LIMITED,NSE,,India,BIOCON LIMITED [BIOCON-EQ.NS]
BIRLACOT.NS,Birla Cotsyn (India) Limited,NSE,Textile Industrial,India,Birla Cotsyn (India) Limited [BIRLACOT.NS]
BSLGOLDETF.NS,Birla Sun Life Gold ETF,NSE,,India,Birla Sun Life Gold ETF [BSLGOLDETF.NS]
BSLELFS5RG-MF.NS,BIRLA SUN LIFE MUT EMERGING LEA,NSE,,India,BIRLA SUN LIFE MUT EMERGING LEA [BSLELFS5RG-MF.NS]
KOPDRUGS-BZ.NS,KDL BIOTECH LIMITED,NSE,,India,KDL BIOTECH LIMITED [KOPDRUGS-BZ.NS]
BSLCAP21RG-MF.NS,BIRLA SUN LIFE MUT CAPITAL PR O,NSE,,India,BIRLA SUN LIFE MUT CAPITAL PR O [BSLCAP21RG-MF.NS]
CELESTIAL-EQ.NS,CELESTIAL BIOLABS LIMITED,NSE,,India,CELESTIAL BIOLABS LIMITED [CELESTIAL-EQ.NS]
BSLFTPLVDG-MF.NS,BIRLA SUN LIFE MUT FTP LV 1099D,NSE,,India,BIRLA SUN LIFE MUT FTP LV 1099D [BSLFTPLVDG-MF.NS]
BILPOWER-BE.NS,BILPOWER LTD INR10(DEMAT),NSE,,India,BILPOWER LTD INR10(DEMAT) [BILPOWER-BE.NS]
BILPOWER-EQ.NS,BILPOWER LIMITED,NSE,,India,BILPOWER LIMITED [BILPOWER-EQ.NS]
PANACEABIO.NS,Panacea Biotec Limited,NSE,Biotechnology,India,Panacea Biotec Limited [PANACEABIO.NS]
BSLFEFS2RG-MF.NS,BIRLA SUN LIFE MUT FOCUSED EQ 2,NSE,,India,BIRLA SUN LIFE MUT FOCUSED EQ 2 [BSLFEFS2RG-MF.NS]
NATHBIOGEN-BE.NS,Nath Bio-Genes (I) Ltd,NSE,,India,Nath Bio-Genes (I) Ltd [NATHBIOGEN-BE.NS]
SHARONBIO.NS,Sharon Bio-Medicine Ltd.,NSE,Drug Manufacturers - Major,India,Sharon Bio-Medicine Ltd. [SHARONBIO.NS]
BIRLAMONEY-EQ.NS,ADITYA BIRLA MONEY INR1,NSE,,India,ADITYA BIRLA MONEY INR1 [BIRLAMONEY-EQ.NS]
HESTERBIO-EQ.NS,HESTER BIOSCIENCES INR10,NSE,,India,HESTER BIOSCIENCES INR10 [HESTERBIO-EQ.NS]
BILPOWER.NS,Bilpower Limited,NSE,Diversified Machinery,India,Bilpower Limited [BILPOWER.NS]
BIRLAERIC-BE.NS,BIRLA ERICSON LTD.,NSE,,India,BIRLA ERICSON LTD. [BIRLAERIC-BE.NS]
STERLINBIO-EQ.NS,STERLING BIOTECH INR1,NSE,,India,STERLING BIOTECH INR1 [STERLINBIO-EQ.NS]
BINANIIND.NS,Edayar Zinc Limited,NSE,General Building Materials,India,Edayar Zinc Limited [BINANIIND.NS]
GUFICBIO.NS,Gufic Biosciences Limited,NSE,Drugs - Generic,India,Gufic Biosciences Limited [GUFICBIO.NS]
BIRLACORPN.NS,Birla Corporation Limited,NSE,General Building Materials,India,Birla Corporation Limited [BIRLACORPN.NS]
HESTERBIO.NS,Hester Biosciences Limited,NSE,Drug Manufacturers - Major,India,Hester Biosciences Limited [HESTERBIO.NS]
BANKBARODA-IL.NS,BK OF BARODA INR2,NSE,,India,BK OF BARODA INR2 [BANKBARODA-IL.NS]
PENPEBS-BE.NS,Pennar Eng Bldg Sys Ltd,NSE,,India,Pennar Eng Bldg Sys Ltd [PENPEBS-BE.NS]
BLBLIMITED-EQ.NS,BLB INR1,NSE,,India,BLB INR1 [BLBLIMITED-EQ.NS]
BLBLIMITED.NS,BLB Limited,NSE,Investment Brokerage - National,India,BLB Limited [BLBLIMITED.NS]
PHILIPCARB.NS,Phillips Carbon Black Limited,NSE,Chemicals - Major Diversified,India,Phillips Carbon Black Limited [PHILIPCARB.NS]
BLUEDART.NS,Blue Dart Express Limited,NSE,Air Delivery & Freight Services,India,Blue Dart Express Limited [BLUEDART.NS]
BLUECOAST.NS,Blue Coast Hotels Limited,NSE,Lodging,India,Blue Coast Hotels Limited [BLUECOAST.NS]
BLUEBLENDS.NS,BLUE BLENDS (INDIA INR10,NSE,,India,BLUE BLENDS (INDIA INR10 [BLUEBLENDS.NS]
BLISSGVS.NS,Bliss Gvs Pharma Limited,NSE,Drug Manufacturers - Major,India,Bliss Gvs Pharma Limited [BLISSGVS.NS]
BLUESTINFO-EQ.NS,BLUE STAR INFOTECH LIMITED,NSE,,India,BLUE STAR INFOTECH LIMITED [BLUESTINFO-EQ.NS]
BLUECHIP.NS,Blue Chip India Limited,NSE,Investment Brokerage - National,India,Blue Chip India Limited [BLUECHIP.NS]
BLUECHIP-BE.NS,BLUE CHIP INDIA LTD.,NSE,,India,BLUE CHIP INDIA LTD. [BLUECHIP-BE.NS]
BLUECOAST-BE.NS,BLUE COAST HOTELS INR10,NSE,,India,BLUE COAST HOTELS INR10 [BLUECOAST-BE.NS]
PHILIPCARB-EQ.NS,PHILLIPS CARBON BLACK LIMITED,NSE,,India,PHILLIPS CARBON BLACK LIMITED [PHILIPCARB-EQ.NS]
BLUEBLENDS-EQ.NS,BLUE BLENDS (INDIA INR10,NSE,,India,BLUE BLENDS (INDIA INR10 [BLUEBLENDS-EQ.NS]
BLUEBLENDS-BE.NS,BLUE BLENDS (I) LTD,NSE,,India,BLUE BLENDS (I) LTD [BLUEBLENDS-BE.NS]
BLUESTARCO.NS,Blue Star Limited,NSE,Home Furnishings & Fixtures,India,Blue Star Limited [BLUESTARCO.NS]
BLUESTINFO.NS,Blue Star Infotech Ltd.,NSE,,India,Blue Star Infotech Ltd. [BLUESTINFO.NS]
BLUECOAST-EQ.NS,BLUE COAST HOTELS INR10,NSE,,India,BLUE COAST HOTELS INR10 [BLUECOAST-EQ.NS]
NIFTYBEES-EQ.NS,NIFTY BMARK EXCH. TRD FND,NSE,,India,NIFTY BMARK EXCH. TRD FND [NIFTYBEES-EQ.NS]
GEOJITBNPP.NS,Geojit Financial Services Limited,NSE,,India,Geojit Financial Services Limited [GEOJITBNPP.NS]
GEOJITBNPP-EQ.NS,GEOJIT BNP PARIBAS INR1,NSE,,India,GEOJIT BNP PARIBAS INR1 [GEOJITBNPP-EQ.NS]
BNPCPGII-MF.NS,BNP PARIBAS MF CAPITAL PRT ORIE,NSE,,India,BNP PARIBAS MF CAPITAL PRT ORIE [BNPCPGII-MF.NS]
BODALCHEM.NS,Bodal Chemicals Limited,NSE,Specialty Chemicals,India,Bodal Chemicals Limited [BODALCHEM.NS]
BODALCHEM-EQ.NS,BODAL CHEMICALS INR2.00,NSE,,India,BODAL CHEMICALS INR2.00 [BODALCHEM-EQ.NS]
BOSCHLTD-EQ.NS,BOSCH LIMITED,NSE,,India,BOSCH LIMITED [BOSCHLTD-EQ.NS]
GENUSPAPER-EQ.NS,GENUS PAPER AND BO INR10,NSE,,India,GENUS PAPER AND BO INR10 [GENUSPAPER-EQ.NS]
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,NSE,Textile Industrial,India,The Bombay Dyeing and Manufacturing Company Limited [BOMDYEING.NS]
BOMDYEING-EQ.NS,BOMBAY DYEING & MFG COMPANY LIM,NSE,,India,BOMBAY DYEING & MFG COMPANY LIM [BOMDYEING-EQ.NS]
GENUSPAPER.NS,Genus Paper & Boards Limited,NSE,Paper & Paper Products,India,Genus Paper & Boards Limited [GENUSPAPER.NS]
CEBBCO.NS,Commercial Engineers & Body Builders Co Limited,NSE,Railroads,India,Commercial Engineers & Body Builders Co Limited [CEBBCO.NS]
BODHTREE-BE.NS,BODHTREE-BE.NS,NSE,,India,BODHTREE-BE.NS [BODHTREE-BE.NS]
BRFL.NS,Bombay Rayon Fashions Limited,NSE,,India,Bombay Rayon Fashions Limited [BRFL.NS]
CEBBCO-EQ.NS,COMMERCIAL ENGINEERS & BODY BUI,NSE,,India,COMMERCIAL ENGINEERS & BODY BUI [CEBBCO-EQ.NS]
BPL.NS,BPL Limited,NSE,Electronic Equipment,India,BPL Limited [BPL.NS]
BPL-EQ.NS,BPL LIMITED,NSE,,India,BPL LIMITED [BPL-EQ.NS]
DBSTOCKBRO.NS,DB (International) Stock Brokers Ltd,NSE,Investment Brokerage - National,India,DB (International) Stock Brokers Ltd [DBSTOCKBRO.NS]
UBL.NS,United Breweries Limited,NSE,Beverages - Brewers,India,United Breweries Limited [UBL.NS]
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,NSE,Auto Parts,India,Sundaram Brake Linings Limited [SUNDRMBRAK.NS]
BROADCAST.NS,Broadcast Initiatives Limited,NSE,,India,Broadcast Initiatives Limited [BROADCAST.NS]
KIRLOSBROS.NS,Kirloskar Brothers Limited,NSE,Diversified Machinery,India,Kirloskar Brothers Limited [KIRLOSBROS.NS]
NOIDATOLL-EQ.NS,NOIDA TOLL BRIDGE COMPANY LIMIT,NSE,,India,NOIDA TOLL BRIDGE COMPANY LIMIT [NOIDATOLL-EQ.NS]
BROOKS.NS,Brooks Laboratories Limited,NSE,Drug Manufacturers - Major,India,Brooks Laboratories Limited [BROOKS.NS]
RBL.NS,Rane Brake Lining Limited,NSE,Auto Parts,India,Rane Brake Lining Limited [RBL.NS]
SUNDRMBRAK-EQ.NS,SUNDARAM BRAKE LININGS LIMITED,NSE,,India,SUNDARAM BRAKE LININGS LIMITED [SUNDRMBRAK-EQ.NS]
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSE,General Contractors,India,Noida Toll Bridge Company Limited [NOIDATOLL.NS]
SDBL-EQ.NS,SOM DISTIL & BREW INR10,NSE,,India,SOM DISTIL & BREW INR10 [SDBL-EQ.NS]
KIRLOSBROS-EQ.NS,KIRLOSKAR BROTHERS INR2,NSE,,India,KIRLOSKAR BROTHERS INR2 [KIRLOSBROS-EQ.NS]
BSELINFRA.NS,BSEL Infrastructure Realty Limited,NSE,Real Estate Development,India,BSEL Infrastructure Realty Limited [BSELINFRA.NS]
BSL-EQ.NS,BSL LIMITED,NSE,,India,BSL LIMITED [BSL-EQ.NS]
BSLIMITED.NS,BS Limited,NSE,General Contractors,India,BS Limited [BSLIMITED.NS]
BSL.NS,BSL Limited,NSE,Textile Industrial,India,BSL Limited [BSL.NS]
BURNPUR.NS,Burnpur Cement Limited,NSE,General Building Materials,India,Burnpur Cement Limited [BURNPUR.NS]
PENPEBS.NS,Pennar Engineered Building Systems Limited,NSE,Metal Fabrication,India,Pennar Engineered Building Systems Limited [PENPEBS.NS]
BURNPUR-EQ.NS,BURNPUR CEMENT LTD INR10,NSE,,India,BURNPUR CEMENT LTD INR10 [BURNPUR-EQ.NS]
VIJSHAN.NS,Vijay Shanthi Builders Limited,NSE,Residential Construction,India,Vijay Shanthi Builders Limited [VIJSHAN.NS]
PENPEBS-EQ.NS,PENNAR ENGINEERED INR10,NSE,,India,PENNAR ENGINEERED INR10 [PENPEBS-EQ.NS]
BYKE.NS,THE BYKE HOSPITALI INR10,NSE,,India,THE BYKE HOSPITALI INR10 [BYKE.NS]
THEBYKE.NS,The Byke Hospitality Limited,NSE,Lodging,India,The Byke Hospitality Limited [THEBYKE.NS]
BYKE-EQ.NS,THE BYKE HOSPITALI INR10,NSE,,India,THE BYKE HOSPITALI INR10 [BYKE-EQ.NS]
GOACARBON.NS,Goa Carbon Limited,NSE,Specialty Chemicals,India,Goa Carbon Limited [GOACARBON.NS]
ELECTCAST.NS,Electrosteel Castings Limited,NSE,General Building Materials,India,Electrosteel Castings Limited [ELECTCAST.NS]
CASTROLIND.NS,Castrol India Limited,NSE,Specialty Chemicals,India,Castrol India Limited [CASTROLIND.NS]
CANDC.NS,C & C Constructions Limited,NSE,General Contractors,India,C & C Constructions Limited [CANDC.NS]
CADILAHC.NS,Cadila Healthcare Limited,NSE,Drugs - Generic,India,Cadila Healthcare Limited [CADILAHC.NS]
SATIN-BL.NS,SATIN CREDIT CARE INR10,NSE,,India,SATIN CREDIT CARE INR10 [SATIN-BL.NS]
CAPLIPOINT-EQ.NS,CAPLIN POINT LABOR INR2,NSE,,India,CAPLIN POINT LABOR INR2 [CAPLIPOINT-EQ.NS]
CANFINHOME-EQ.NS,CANFIN HOMES INR10,NSE,,India,CANFIN HOMES INR10 [CANFINHOME-EQ.NS]
IPRU2580-MF.NS,ICICI PRUDENTIAL A CAP PRO ORIE,NSE,,India,ICICI PRUDENTIAL A CAP PRO ORIE [IPRU2580-MF.NS]
CCCL.NS,Consolidated Construction Consortium Limited,NSE,General Contractors,India,Consolidated Construction Consortium Limited [CCCL.NS]
CCHHL.NS,Country Club Hospitality & Holidays Limited,NSE,Resorts & Casinos,India,Country Club Hospitality & Holidays Limited [CCHHL.NS]
CCHHL-EQ.NS,COUNTRY CLUB HOSPI INR2,NSE,,India,COUNTRY CLUB HOSPI INR2 [CCHHL-EQ.NS]
CCL.NS,CCL Products (India) Limited,NSE,Food - Major Diversified,India,CCL Products (India) Limited [CCL.NS]
IDEA.NS,Idea Cellular Limited,NSE,Wireless Communications,India,Idea Cellular Limited [IDEA.NS]
PRISMCEM.NS,Prism Cement Limited,NSE,General Building Materials,India,Prism Cement Limited [PRISMCEM.NS]
ITDCEM.NS,ITD Cementation India Limited,NSE,General Contractors,India,ITD Cementation India Limited [ITDCEM.NS]
EUROCERA.NS,Euro Ceramics Limited,NSE,General Building Materials,India,Euro Ceramics Limited [EUROCERA.NS]
CESC.NS,CESC Limited,NSE,Diversified Utilities,India,CESC Limited [CESC.NS]
CERA.NS,Cera Sanitaryware Limited,NSE,General Building Materials,India,Cera Sanitaryware Limited [CERA.NS]
CEATLTD.NS,CEAT Limited,NSE,Rubber & Plastics,India,CEAT Limited [CEATLTD.NS]
CENTEXT-EQ.NS,CENTURY EXTRUSIONS LIMITED,NSE,,India,CENTURY EXTRUSIONS LIMITED [CENTEXT-EQ.NS]
RAMCOCEM.NS,The Ramco Cements Limited,NSE,,India,The Ramco Cements Limited [RAMCOCEM.NS]
CENTUM-EQ.NS,CENTUM ELECTRONICS INR10,NSE,,India,CENTUM ELECTRONICS INR10 [CENTUM-EQ.NS]
SAGCEM-EQ.NS,SAGAR CEMENTS LIMITED,NSE,,India,SAGAR CEMENTS LIMITED [SAGCEM-EQ.NS]
CENTEXT.NS,Century Extrusions Limited,NSE,Aluminum,India,Century Extrusions Limited [CENTEXT.NS]
ORIENTCEM-EQ.NS,ORIENT CEMENT LTD INR1,NSE,,India,ORIENT CEMENT LTD INR1 [ORIENTCEM-EQ.NS]
IDEA-EQ.NS,IDEA CELLULAR LIMITED,NSE,,India,IDEA CELLULAR LIMITED [IDEA-EQ.NS]
ULTRACEMCO.NS,UltraTech Cement Limited,NSE,General Building Materials,India,UltraTech Cement Limited [ULTRACEMCO.NS]
EUROCERA-BE.NS,EUROCERA-BE.NS,NSE,,India,EUROCERA-BE.NS [EUROCERA-BE.NS]
KOVAI.NS,Kovai Medical Center & Hospital Ltd.,NSE,,India,Kovai Medical Center & Hospital Ltd. [KOVAI.NS]
CEREBRAINT-EQ.NS,CEREBRA INTEGRATED INR10,NSE,,India,CEREBRA INTEGRATED INR10 [CEREBRAINT-EQ.NS]
MANGLMCEM.NS,Mangalam Cement Limited,NSE,General Building Materials,India,Mangalam Cement Limited [MANGLMCEM.NS]
SAGCEM.NS,Sagar Cements Limited,NSE,,India,Sagar Cements Limited [SAGCEM.NS]
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,NSE,Computer Based Systems,India,Cerebra Integrated Technologies Limited [CEREBRAINT.NS]
SOMANYCERA.NS,Somany Ceramics Limited,NSE,General Building Materials,India,Somany Ceramics Limited [SOMANYCERA.NS]
SHYAMCENT-BE.NS,Shyam Century Ferrous Ltd,NSE,,India,Shyam Century Ferrous Ltd [SHYAMCENT-BE.NS]
REGENCERAM-EQ.NS,REGENCY CERAMICS INR10,NSE,,India,REGENCY CERAMICS INR10 [REGENCERAM-EQ.NS]
SHREECEM.NS,Shree Cement Limited,NSE,General Building Materials,India,Shree Cement Limited [SHREECEM.NS]
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,NSE,General Building Materials,India,Kakatiya Cement Sugar and Industries Limited [KAKATCEM.NS]
CELEBRITY-EQ.NS,CELEBRITY FASHIONS INR10,NSE,,India,CELEBRITY FASHIONS INR10 [CELEBRITY-EQ.NS]
GSCLCEMENT.NS,Gujarat Sidhee Cement Limited,NSE,General Building Materials,India,Gujarat Sidhee Cement Limited [GSCLCEMENT.NS]
CENTURYPLY.NS,Century Plyboards (India) Limited,NSE,"Lumber, Wood Production",India,Century Plyboards (India) Limited [CENTURYPLY.NS]
ORIENTCEM.NS,Orient Cement Limited,NSE,General Building Materials,India,Orient Cement Limited [ORIENTCEM.NS]
RAMCOCEM-EQ.NS,RAMCO CEMENTS(THE) INR1,NSE,,India,RAMCO CEMENTS(THE) INR1 [RAMCOCEM-EQ.NS]
DECOLIGHT.NS,Decolight Ceramics Ltd.,NSE,,India,Decolight Ceramics Ltd. [DECOLIGHT.NS]
CERA-EQ.NS,CERA SANITARYWARE LIMITED,NSE,,India,CERA SANITARYWARE LIMITED [CERA-EQ.NS]
MURUDCERA.NS,Murudeshwar Ceramics Limited,NSE,General Building Materials,India,Murudeshwar Ceramics Limited [MURUDCERA.NS]
CENTRALBK-EQ.NS,CENTRAL BANK OF INDIA,NSE,,India,CENTRAL BANK OF INDIA [CENTRALBK-EQ.NS]
JKCEMENT-EQ.NS,JK CEMENT LIMITED,NSE,,India,JK CEMENT LIMITED [JKCEMENT-EQ.NS]
CENTRALBK.NS,Central Bank of India,NSE,Money Center Banks,India,Central Bank of India [CENTRALBK.NS]
REGENCERAM.NS,Regency Ceramics Limited,NSE,General Building Materials,India,Regency Ceramics Limited [REGENCERAM.NS]
SHYAMCENT.NS,SHYAM CENTURY FERR INR1,NSE,,India,SHYAM CENTURY FERR INR1 [SHYAMCENT.NS]
CENTURYTEX.NS,Century Textiles and Industries Limited,NSE,General Building Materials,India,Century Textiles and Industries Limited [CENTURYTEX.NS]
DECOLIGHT-BE.NS,DECOLIGHT CERAMICS INR10,NSE,,India,DECOLIGHT CERAMICS INR10 [DECOLIGHT-BE.NS]
GSCLCEMENT-EQ.NS,GUJARAT SIDHEE CEM INR10 (NEW),NSE,,India,GUJARAT SIDHEE CEM INR10 (NEW) [GSCLCEMENT-EQ.NS]
SHYAMCENT-EQ.NS,SHYAM CENTURY FERR INR1,NSE,,India,SHYAM CENTURY FERR INR1 [SHYAMCENT-EQ.NS]
JKLAKSHMI.NS,JK Lakshmi Cement Limited,NSE,General Building Materials,India,JK Lakshmi Cement Limited [JKLAKSHMI.NS]
CELEBRITY.NS,Celebrity Fashions Limited,NSE,Textile - Apparel Clothing,India,Celebrity Fashions Limited [CELEBRITY.NS]
DECCANCE.NS,Deccan Cements Limited,NSE,General Building Materials,India,Deccan Cements Limited [DECCANCE.NS]
CENTUM.NS,Centum Electronics Limited,NSE,Diversified Electronics,India,Centum Electronics Limited [CENTUM.NS]
CENTENKA.NS,Century Enka Limited,NSE,Textile Industrial,India,Century Enka Limited [CENTENKA.NS]
SOMANYCERA-EQ.NS,SOMANY CERAMICS LD INR2,NSE,,India,SOMANY CERAMICS LD INR2 [SOMANYCERA-EQ.NS]
INDIACEM.NS,The India Cements Limited,NSE,General Building Materials,India,The India Cements Limited [INDIACEM.NS]
KAJARIACER.NS,Kajaria Ceramics Limited,NSE,General Building Materials,India,Kajaria Ceramics Limited [KAJARIACER.NS]
CGCL-EQ.NS,CAPRI GLOBAL CAPIT INR2,NSE,,India,CAPRI GLOBAL CAPIT INR2 [CGCL-EQ.NS]
CGCL.NS,Capri Global Capital Limited,NSE,Credit Services,India,Capri Global Capital Limited [CGCL.NS]
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,NSE,Specialty Chemicals,India,Sudarshan Chemical Industries Limited [SUDARSCHEM.NS]
CLNINDIA.NS,Clariant Chemicals (India) Limited,NSE,Specialty Chemicals,India,Clariant Chemicals (India) Limited [CLNINDIA.NS]
CHROMATIC.NS,Chromatic India Limited,NSE,Specialty Chemicals,India,Chromatic India Limited [CHROMATIC.NS]
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,NSE,Confectioners,India,Rajshree Sugars and Chemicals Limited [RAJSREESUG.NS]
GSFC-IL.NS,GUJARAT STATE FER INR2(POST SUB,NSE,,India,GUJARAT STATE FER INR2(POST SUB [GSFC-IL.NS]
BALRAMCHIN-EQ.NS,BALRAMPUR CHINI MI INR1,NSE,,India,BALRAMPUR CHINI MI INR1 [BALRAMCHIN-EQ.NS]
FCL-EQ.NS,FINEOTEX CHEMICAL INR2,NSE,,India,FINEOTEX CHEMICAL INR2 [FCL-EQ.NS]
TIRUMALCHM.NS,Thirumalai Chemicals Limited,NSE,Specialty Chemicals,India,Thirumalai Chemicals Limited [TIRUMALCHM.NS]
OMKARCHEM-EQ.NS,OMKAR SPECIALITY CHEMICALS LIMI,NSE,,India,OMKAR SPECIALITY CHEMICALS LIMI [OMKARCHEM-EQ.NS]
MANGCHEFER-EQ.NS,MANGALORE CHEMICALS & FERTILIZE,NSE,,India,MANGALORE CHEMICALS & FERTILIZE [MANGCHEFER-EQ.NS]
SRICHAMUND-EQ.NS,Chamundeswari Sug Ltd,NSE,,India,Chamundeswari Sug Ltd [SRICHAMUND-EQ.NS]
ORCHIDCHEM-EQ.NS,ORCHID CHEMICALS & PHARMACEUTIC,NSE,,India,ORCHID CHEMICALS & PHARMACEUTIC [ORCHIDCHEM-EQ.NS]
DHARSUGAR-EQ.NS,DHARANI SUGARS & CHEMICALS LIMI,NSE,,India,DHARANI SUGARS & CHEMICALS LIMI [DHARSUGAR-EQ.NS]
HCIL.NS,Himadri Speciality Chemical Limited,NSE,,India,Himadri Speciality Chemical Limited [HCIL.NS]
CIPLA.NS,Cipla Limited,NSE,Drug Manufacturers - Major,India,Cipla Limited [CIPLA.NS]
CIGNITITEC.NS,CIGNITI TECHNOLOGI INR10,NSE,,India,CIGNITI TECHNOLOGI INR10 [CIGNITITEC.NS]
CNOVAPETRO-EQ.NS,CIL NOVA PETROCHEM INR10,NSE,,India,CIL NOVA PETROCHEM INR10 [CNOVAPETRO-EQ.NS]
CINEVISTA.NS,Cinevista Limited,NSE,Entertainment - Diversified,India,Cinevista Limited [CINEVISTA.NS]
MAHINDCIE.NS,Mahindra CIE Automotive Limited,NSE,Metal Fabrication,India,Mahindra CIE Automotive Limited [MAHINDCIE.NS]
CIPLA-EQ.NS,CIPLA LIMITED,NSE,,India,CIPLA LIMITED [CIPLA-EQ.NS]
OPTOCIRCUI.NS,Opto Circuits (India) Ltd,NSE,Medical Appliances & Equipment,India,Opto Circuits (India) Ltd [OPTOCIRCUI.NS]
MAHINDCIE-EQ.NS,MAHINDRA CIE AUTO INR10,NSE,,India,MAHINDRA CIE AUTO INR10 [MAHINDCIE-EQ.NS]
CINELINE.NS,Cineline India Limited,NSE,Property Management,India,Cineline India Limited [CINELINE.NS]
SHRIRAMCIT.NS,Shriram City Union Finance Limited,NSE,Credit Services,India,Shriram City Union Finance Limited [SHRIRAMCIT.NS]
OPTOCIRCUI-EQ.NS,OPTO CIRCUITS (INDIA) LIMITED,NSE,,India,OPTO CIRCUITS (INDIA) LIMITED [OPTOCIRCUI-EQ.NS]
CNOVAPETRO.NS,CIL Nova Petrochemicals Limited,NSE,Textile Industrial,India,CIL Nova Petrochemicals Limited [CNOVAPETRO.NS]
CIGNITITEC-EQ.NS,CIGNITI TECHNOLOGI INR10,NSE,,India,CIGNITI TECHNOLOGI INR10 [CIGNITITEC-EQ.NS]
SHRIRAMCIT-EQ.NS,SHRIRAM CITY UNION FINANCE LIMI,NSE,,India,SHRIRAM CITY UNION FINANCE LIMI [SHRIRAMCIT-EQ.NS]
CIMMCO.NS,Cimmco Limited,NSE,,India,Cimmco Limited [CIMMCO.NS]
CNOVAPETRO-BE.NS,CIL NOVA PETROCHEM INR10,NSE,,India,CIL NOVA PETROCHEM INR10 [CNOVAPETRO-BE.NS]
CLASSIC.NS,Classic Diamonds (India),NSE,,India,Classic Diamonds (India) [CLASSIC.NS]
INDIANCARD.NS,The Indian Card Clothing Company Limited,NSE,Textile Industrial,India,The Indian Card Clothing Company Limited [INDIANCARD.NS]
CLUTCHAUTO-BE.NS,CLUTCH AUTO LTD,NSE,,India,CLUTCH AUTO LTD [CLUTCHAUTO-BE.NS]
KKCL.NS,Kewal Kiran Clothing Limited,NSE,Textile - Apparel Clothing,India,Kewal Kiran Clothing Limited [KKCL.NS]
CLASSIC-BZ.NS,CLASSIC DIAMONDS (I) LTD,NSE,,India,CLASSIC DIAMONDS (I) LTD [CLASSIC-BZ.NS]
CLUTCHAUTO.NS,Clutch Auto Ltd.,NSE,,India,Clutch Auto Ltd. [CLUTCHAUTO.NS]
CLASSIC-BE.NS,CLASSIC DIAMONDS (I) LTD,NSE,,India,CLASSIC DIAMONDS (I) LTD [CLASSIC-BE.NS]
